,id,label,frame,outside,occluded,xtl,ytl,w,h
1449,1,Human,92,0,0,196.02,425.81,127.52000000000001,303.2
1450,1,Human,93,0,0,201.73,426.06,125.42999999999998,300.2699999999999
1451,1,Human,94,0,0,205.26,426.8,123.73000000000002,298.49999999999994
1452,1,Human,95,0,0,207.29,427.29,122.33000000000001,297.65000000000003
1453,1,Human,114,0,0,224.67,418.93,116.28999999999999,300.68
1454,1,Human,115,0,0,225.54,418.49,113.64000000000001,306.5799999999999
1455,1,Human,116,0,0,226.17,417.68,111.41999999999999,310.08
1456,1,Human,117,0,0,226.42,417.39,110.52000000000001,315.38
1457,1,Human,118,0,0,225.66,417.29,109.41,317.36000000000007
1458,1,Human,119,0,0,225.58,417.5,107.85,316.04999999999995
1459,1,Human,120,0,0,225.71,417.59,106.25000000000003,313.7
1460,1,Human,121,0,0,226.5,419.21,104.15999999999997,308.9700000000001
1461,1,Human,122,0,0,226.64,419.83,103.92000000000002,310.73999999999995
1462,1,Human,123,0,0,226.49,420.51,103.76999999999998,312.28
1463,1,Human,124,0,0,227.13,421.21,103.00999999999999,311.51000000000005
1464,1,Human,125,0,0,227.83,421.47,102.22999999999999,310.75
1465,1,Human,126,0,0,228.07,421.12,102.00999999999999,311.7900000000001
1466,1,Human,127,0,0,228.21,420.09,102.03999999999999,313.50999999999993
1467,1,Human,128,0,0,228.33,419.48,101.9,314.37
1468,1,Human,129,0,0,228.18,418.58,102.23000000000002,317.12000000000006
55,2,Human,129,0,0,235.24,956.21,88.27999999999997,247.31999999999994
1469,1,Human,130,0,0,228.74,418.24,102.01999999999998,318.5799999999999
56,2,Human,130,0,0,234.78,970.67,85.35999999999999,238.65999999999997
1470,1,Human,131,0,0,231.03,418.57,100.89000000000001,318.67
57,2,Human,131,0,0,233.6,985.52,82.45000000000002,229.44000000000005
1471,1,Human,132,0,0,230.27,418.92,100.15,317.10999999999996
58,2,Human,132,0,0,233.45,998.78,79.24000000000001,218.67000000000007
1472,1,Human,133,0,0,229.96,418.84,100.12000000000003,318.05
59,2,Human,133,0,0,233.4,1009.33,76.69000000000003,209.66999999999996
1473,1,Human,134,0,0,230.26,418.58,99.93,318.61000000000007
60,2,Human,134,1,0,233.4,1009.33,76.69000000000003,209.66999999999996
1474,1,Human,135,0,0,229.75,418.72,100.20999999999998,320.35
1475,1,Human,136,0,0,229.83,419.21,99.97999999999999,320.55
1476,1,Human,137,0,0,229.79,419.18,99.81000000000003,321.26000000000005
1477,1,Human,138,0,0,230.47,418.95,99.23999999999998,320.3999999999999
1478,1,Human,139,0,0,229.66,418.19,99.37999999999997,321.16
1479,1,Human,140,0,0,228.38,417.69,99.60000000000002,321.6499999999999
1480,1,Human,141,0,0,228.2,417.28,99.54000000000002,321.15
1481,1,Human,142,0,0,228.3,417.13,99.40000000000003,320.49
1482,1,Human,143,0,0,227.33,417.3,98.70000000000002,316.44
1483,1,Human,144,0,0,229.55,418.05,96.42000000000002,307.95
1484,1,Human,145,0,0,231.81,418.79,94.51999999999998,301.16
1485,1,Human,146,0,0,232.32,418.38,95.17000000000002,303.43999999999994
1486,1,Human,147,0,0,233.64,417.79,95.15999999999997,304.7799999999999
1487,1,Human,148,0,0,233.76,416.89,94.09000000000003,301.08000000000004
1488,1,Human,149,0,0,235.14,417.01,93.69999999999999,300.63
1489,1,Human,150,0,0,236.12,415.71,95.75999999999999,310.82
1490,1,Human,151,0,0,239.55,414.57,95.66000000000003,317.06
1491,1,Human,152,0,0,241.66,413.92,95.10999999999999,321.86999999999995
1492,1,Human,155,0,0,243.08,415.22,94.31999999999996,326.98
1493,1,Human,156,0,0,246.01,415.49,91.25,323.48
1494,1,Human,157,0,0,247.22,416.25,89.78999999999999,325.61
1495,1,Human,158,0,0,247.98,416.3,88.13000000000002,326.18
1496,1,Human,159,0,0,249.35,415.42,85.72999999999999,322.83
1497,1,Human,160,0,0,249.86,413.28,85.22000000000003,326.9100000000001
1498,1,Human,161,0,0,249.88,411.81,84.44999999999999,329.54
1499,1,Human,162,0,0,249.5,410.59,83.99000000000001,332.5299999999999
1500,1,Human,163,0,0,247.97,407.03,83.9,334.97
1501,1,Human,164,0,0,248.43,405.69,81.08999999999997,324.34
1502,1,Human,165,0,0,248.67,404.54,75.14000000000001,296.13000000000005
1503,1,Human,166,0,0,247.09,404.61,73.45000000000002,284.56000000000006
1504,1,Human,167,0,0,244.22,405.12,75.66,288.4599999999999
1505,1,Human,168,0,0,241.95,405.77,74.46999999999997,279.54999999999995
1506,1,Human,169,0,0,237.92,404.67,79.07000000000002,294.68
1507,1,Human,170,0,0,236.63,404.28,79.34000000000003,293.46000000000004
1508,1,Human,171,0,0,235.84,404.16,81.68999999999997,300.25000000000006
1509,1,Human,172,0,0,235.8,404.13,81.46999999999997,296.15
1510,1,Human,173,0,0,235.32,404.13,82.17000000000002,295.9599999999999
1511,1,Human,174,0,0,235.27,404.15,82.66999999999999,295.47
1512,1,Human,175,0,0,235.2,404.17,83.03000000000003,294.86999999999995
1513,1,Human,176,0,0,234.88,403.96,84.68,299.36999999999995
1514,1,Human,177,0,0,235.38,405.0,83.44,293.29999999999995
1515,1,Human,178,0,0,235.26,405.64,84.29000000000002,295.7099999999999
1516,1,Human,179,0,0,235.29,406.1,84.47999999999999,295.94999999999993
1517,1,Human,180,0,0,235.42,406.94,84.56000000000003,295.84
1518,1,Human,181,0,0,235.15,406.59,85.70000000000002,300.05
1519,1,Human,182,0,0,235.94,406.9,84.57999999999998,295.88
1520,1,Human,183,0,0,236.24,407.46,83.72000000000003,292.4800000000001
1521,1,Human,184,0,0,235.85,407.22,85.09,297.04999999999995
1522,1,Human,185,0,0,235.67,407.79,86.11999999999998,300.7699999999999
1523,1,Human,186,0,0,235.57,407.34,86.57999999999998,302.40000000000003
1524,1,Human,187,0,0,235.13,407.16,87.79000000000002,307.00000000000006
1525,1,Human,188,0,0,235.42,408.2,87.78,307.18
1526,1,Human,189,0,0,234.98,408.81,88.20000000000002,308.75999999999993
1527,1,Human,190,0,0,235.62,409.48,87.42000000000002,306.23
1528,1,Human,191,0,0,237.12,410.4,84.82,296.08000000000004
1529,1,Human,192,0,0,238.64,411.19,83.29000000000002,289.50000000000006
1530,1,Human,193,0,0,239.16,411.69,83.24999999999997,288.2300000000001
1531,1,Human,194,0,0,238.97,412.76,83.30999999999997,287.35
1532,1,Human,195,0,0,238.99,412.25,83.60000000000002,287.52
1533,1,Human,196,0,0,238.59,412.49,83.84,287.63
1534,1,Human,197,0,0,237.86,413.01,85.06,291.75
1535,1,Human,198,0,0,235.71,412.75,87.93999999999997,302.65
1536,1,Human,199,0,0,236.99,412.86,86.17000000000002,296.42999999999995
1537,1,Human,200,0,0,237.12,412.44,86.43,297.53000000000003
1538,1,Human,201,0,0,237.23,411.61,86.87000000000003,299.93999999999994
1539,1,Human,202,0,0,237.01,411.29,86.63999999999999,299.06
1540,1,Human,203,0,0,235.47,410.72,88.80999999999997,307.62
1541,1,Human,204,0,0,235.3,411.16,89.24000000000001,309.7
1542,1,Human,205,0,0,238.87,412.66,83.45999999999998,288.11999999999995
1543,1,Human,206,0,0,237.66,413.25,85.04999999999998,293.54999999999995
1544,1,Human,207,0,0,236.64,413.0,87.01999999999998,301.28999999999996
1545,1,Human,208,0,0,237.53,412.46,86.97999999999999,301.99000000000007
1546,1,Human,209,0,0,237.53,412.47,88.1,307.35
1547,1,Human,210,0,0,238.83,412.47,86.56999999999996,301.8399999999999
1548,1,Human,211,0,0,237.14,412.02,87.64999999999998,305.93000000000006
1549,1,Human,212,0,0,237.73,412.07,85.85,298.34
1550,1,Human,213,0,0,235.36,412.09,88.52999999999997,307.96999999999997
1551,1,Human,214,0,0,234.55,412.32,90.07999999999998,314.37000000000006
1552,1,Human,215,0,0,233.89,411.96,90.26999999999998,315.4700000000001
1553,1,Human,216,0,0,233.47,411.38,90.67999999999998,318.0400000000001
1554,1,Human,217,0,0,234.14,411.38,90.29000000000002,318.30000000000007
1555,1,Human,218,0,0,233.87,410.72,89.87,317.23
1556,1,Human,219,0,0,234.31,410.69,89.30000000000001,315.66
1557,1,Human,220,0,0,235.43,410.69,87.65000000000003,309.67
1558,1,Human,221,0,0,237.1,410.46,85.87000000000003,303.09999999999997
1559,1,Human,222,0,0,237.89,409.93,85.77999999999997,303.34
1560,1,Human,223,0,0,237.9,409.97,87.89000000000001,313.53
1561,1,Human,224,0,0,237.77,409.76,88.04999999999998,316.22
1562,1,Human,225,0,0,238.53,409.24,86.9,313.23
1563,1,Human,226,0,0,238.84,411.51,86.63000000000002,314.05999999999995
1564,1,Human,227,0,0,238.91,413.92,86.16999999999999,313.68
1565,1,Human,228,0,0,240.12,415.94,85.18,311.96
1566,1,Human,229,0,0,241.02,416.92,85.01000000000002,313.75000000000006
1567,1,Human,230,0,0,241.69,416.82,84.49000000000001,314.41
1568,1,Human,231,0,0,242.12,416.54,83.69999999999999,313.97999999999996
1569,1,Human,232,0,0,241.45,414.41,83.70999999999998,316.25000000000006
1570,1,Human,233,0,0,241.56,413.59,83.19,316.21
1571,1,Human,234,0,0,242.98,414.17,80.66999999999999,306.82
1572,1,Human,235,0,0,244.31,413.48,79.01999999999998,300.96000000000004
1573,1,Human,236,0,0,242.64,413.45,80.47000000000003,307.61999999999995
1574,1,Human,237,0,0,242.79,415.0,80.59,308.98
1575,1,Human,238,0,0,243.69,415.81,80.70999999999998,311.50999999999993
1576,1,Human,239,0,0,245.25,418.56,79.65999999999997,309.58
1577,1,Human,240,0,0,247.0,420.48,77.60000000000002,303.47
1578,1,Human,241,0,0,247.03,421.41,76.24999999999997,298.7
1579,1,Human,242,0,0,249.08,422.4,71.66,277.81000000000006
1580,1,Human,243,0,0,248.8,422.04,71.54000000000002,276.22999999999996
1581,1,Human,244,0,0,248.28,421.67,72.33000000000001,278.26000000000005
1582,1,Human,245,0,0,247.19,421.07,73.96999999999997,284.07
1583,1,Human,246,0,0,245.8,420.83,75.66000000000003,290.7699999999999
1584,1,Human,247,0,0,245.95,420.72,76.70999999999998,296.01
1585,1,Human,248,0,0,247.34,420.67,75.78,293.1499999999999
1586,1,Human,249,0,0,246.83,419.75,76.83000000000001,298.75
1587,1,Human,250,0,0,242.93,418.52,78.66000000000003,305.27
1588,1,Human,251,0,0,244.38,418.04,78.11000000000001,304.2
1589,1,Human,252,0,0,245.09,417.87,77.39000000000001,301.08000000000004
1590,1,Human,253,0,0,245.96,417.36,75.93999999999997,294.9599999999999
1591,1,Human,254,0,0,245.79,416.27,76.6,297.56999999999994
1592,1,Human,255,0,0,246.61,416.32,75.97000000000003,294.97999999999996
1593,1,Human,256,0,0,247.96,416.57,74.53999999999999,288.8500000000001
1594,1,Human,257,0,0,247.05,415.77,75.94999999999999,294.6700000000001
1595,1,Human,258,0,0,247.01,415.26,76.52999999999997,297.93000000000006
1596,1,Human,259,0,0,245.75,414.86,77.89999999999998,304.2900000000001
1597,1,Human,260,0,0,245.04,413.61,78.65,307.78
1598,1,Human,261,0,0,246.73,413.14,76.34,297.59000000000003
1599,1,Human,262,0,0,243.72,410.06,78.95000000000002,307.32
1600,1,Human,263,0,0,244.99,408.28,77.14999999999998,299.18000000000006
1601,1,Human,264,0,0,242.08,405.83,80.58000000000001,313.46
1602,1,Human,265,0,0,242.16,404.73,81.09,316.71000000000004
1603,1,Human,266,0,0,242.98,404.34,81.03999999999999,317.91
1604,1,Human,267,0,0,245.27,404.45,77.09,300.82
1605,1,Human,268,0,0,244.08,404.09,77.91,303.17
1606,1,Human,269,0,0,242.71,403.09,77.63000000000002,299.12000000000006
1607,1,Human,270,0,0,240.63,403.2,78.18,297.58
1608,1,Human,271,0,0,239.48,403.71,75.79999999999998,282.2200000000001
1609,1,Human,272,0,0,237.95,405.78,75.98000000000002,276.89
1610,1,Human,273,0,0,236.03,405.86,79.28999999999999,284.36
1611,1,Human,274,0,0,236.33,406.56,79.85999999999999,281.98999999999995
1612,1,Human,275,0,0,236.12,406.39,81.04000000000002,282.51
1613,1,Human,276,0,0,233.85,405.43,84.53,293.06
1614,1,Human,277,0,0,233.55,406.4,84.32999999999998,289.93999999999994
1615,1,Human,278,0,0,231.34,404.33,88.71000000000001,304.59
1616,1,Human,279,0,0,229.8,401.38,91.57,314.82000000000005
1617,1,Human,280,0,0,230.35,400.9,91.28,313.7099999999999
1618,1,Human,281,0,0,230.09,399.41,92.60999999999999,319.35999999999996
1619,1,Human,282,0,0,232.46,398.43,93.01000000000002,324.52000000000004
1620,1,Human,283,0,0,234.18,397.85,93.32,330.59000000000003
1621,1,Human,284,0,0,233.4,397.87,93.03,332.61
1622,1,Human,285,0,0,232.87,397.69,92.47000000000003,333.06
1623,1,Human,286,0,0,233.12,397.64,91.56,331.80000000000007
1624,1,Human,287,0,0,234.83,397.42,90.20000000000002,329.66
1625,1,Human,288,0,0,237.65,397.8,87.57000000000002,324.32
1626,1,Human,289,0,0,238.14,397.97,85.93,321.3299999999999
1627,1,Human,290,0,0,236.83,396.92,85.15,319.95
1628,1,Human,291,0,0,236.34,395.43,85.28999999999999,321.86999999999995
1629,1,Human,292,0,0,237.67,395.11,84.77000000000001,322.35
1630,1,Human,293,0,0,240.15,394.56,83.72999999999999,322.06
1631,1,Human,294,0,0,240.22,395.04,82.84,320.38000000000005
1632,1,Human,295,0,0,234.04,397.03,83.51000000000002,316.5899999999999
1633,1,Human,296,0,0,228.31,397.57,84.94,313.14000000000004
1634,1,Human,297,0,0,218.84,398.0,89.60999999999999,316.56999999999994
1635,1,Human,298,0,0,213.19,395.94,94.13,320.54
1636,1,Human,299,0,0,208.81,393.6,98.66000000000003,324.92999999999995
1637,1,Human,300,0,0,205.77,390.95,103.04999999999998,330.11999999999995
1638,1,Human,301,0,0,203.08,389.96,106.6,332.96
1639,1,Human,302,0,0,201.02,390.28,109.48999999999998,334.21000000000004
1640,1,Human,303,0,0,200.58,390.2,110.91,332.2
1641,1,Human,304,0,0,200.06,389.97,112.73000000000002,332.49
1642,1,Human,305,0,0,199.91,390.35,114.09,332.12
1643,1,Human,306,0,0,199.61,390.96,115.18,331.50000000000006
1644,1,Human,307,0,0,198.98,390.76,116.91999999999999,333.46000000000004
1645,1,Human,308,0,0,198.88,390.92,117.81,333.06
1646,1,Human,309,0,0,198.47,390.77,119.16999999999999,334.44000000000005
1647,1,Human,310,0,0,198.21,390.72,120.16999999999999,334.93000000000006
1648,1,Human,311,0,0,198.15,391.38,120.49999999999997,333.5400000000001
1649,1,Human,312,0,0,197.47,391.86,122.87000000000003,339.0
1650,1,Human,313,0,0,197.43,392.05,123.80000000000001,340.59
1651,1,Human,314,0,0,197.12,391.68,124.32999999999998,341.1499999999999
1652,1,Human,315,0,0,197.18,391.98,124.41000000000003,340.44000000000005
1653,1,Human,316,0,0,198.37,391.88,123.44999999999999,336.34000000000003
1654,1,Human,317,0,0,199.18,391.39,123.50999999999999,335.65
1655,1,Human,318,0,0,199.95,391.66,123.03000000000003,333.59999999999997
1656,1,Human,319,0,0,200.86,391.54,123.63,335.71999999999997
1657,1,Human,320,0,0,201.16,391.72,123.48999999999998,335.4
1658,1,Human,321,0,0,201.34,391.56,123.51000000000002,335.95
1659,1,Human,322,0,0,201.41,391.95,122.83000000000001,334.35999999999996
1660,1,Human,323,0,0,201.13,391.88,122.93,334.87
1661,1,Human,324,0,0,201.06,391.85,122.21999999999997,332.83000000000004
1662,1,Human,325,0,0,201.07,391.62,122.32999999999998,333.17999999999995
1663,1,Human,326,0,0,201.13,391.97,121.80000000000001,331.53
1664,1,Human,327,0,0,201.03,391.89,121.85,331.59000000000003
1665,1,Human,328,0,0,200.98,391.18,122.54999999999998,333.62999999999994
1666,1,Human,329,0,0,200.11,392.26,123.19,335.74
1667,1,Human,330,0,0,200.04,392.0,122.68000000000004,334.0899999999999
1668,1,Human,331,0,0,199.59,391.67,123.33000000000001,335.91
1669,1,Human,332,0,0,199.28,391.11,123.44000000000003,336.14
1670,1,Human,333,0,0,199.24,390.45,123.75999999999999,337.11999999999995
1671,1,Human,334,0,0,198.99,389.31,124.59000000000003,339.7
1672,1,Human,335,0,0,198.74,388.44,124.98000000000002,341.10999999999996
1673,1,Human,336,0,0,199.08,389.46,124.27000000000001,338.95
1674,1,Human,337,0,0,199.34,389.63,123.52000000000001,336.55000000000007
1675,1,Human,338,0,0,199.21,389.48,123.68999999999997,336.75
1676,1,Human,339,0,0,198.32,389.43,124.54000000000002,339.50000000000006
1677,1,Human,340,0,0,197.88,390.3,124.42000000000002,339.19
1678,1,Human,341,0,0,198.44,390.42,123.15000000000003,335.28000000000003
1679,1,Human,342,0,0,198.52,389.12,123.37999999999997,335.57000000000005
1680,1,Human,343,0,0,198.11,389.75,123.90999999999997,336.80999999999995
1681,1,Human,344,0,0,197.83,390.44,124.15,337.27000000000004
1682,1,Human,345,0,0,197.71,391.15,124.28,337.44999999999993
1683,1,Human,346,0,0,199.06,392.3,121.98000000000002,329.93
1684,1,Human,347,0,0,198.67,392.06,122.48999999999998,330.90000000000003
1685,1,Human,348,0,0,197.98,392.19,123.76000000000002,334.19
1686,1,Human,349,0,0,198.05,392.24,123.81,334.11
1687,1,Human,350,0,0,198.42,392.02,123.83000000000001,333.86
1688,1,Human,351,0,0,198.86,391.94,123.44999999999999,332.43
1689,1,Human,352,0,0,199.06,392.35,123.24000000000001,331.44999999999993
1690,1,Human,353,0,0,199.15,392.5,123.35999999999999,331.53999999999996
1691,1,Human,354,0,0,199.19,392.1,123.38999999999999,331.58000000000004
1692,1,Human,355,0,0,198.91,391.95,123.97999999999999,333.3999999999999
1693,1,Human,356,0,0,198.69,391.67,124.65000000000003,335.6499999999999
1694,1,Human,357,0,0,198.29,390.67,125.98999999999998,340.06
1695,1,Human,358,0,0,198.41,390.74,126.16999999999999,341.71000000000004
1696,1,Human,359,0,0,198.38,390.77,126.37,343.20000000000005
1697,1,Human,360,0,0,198.34,390.78,126.06999999999996,342.85
1698,1,Human,361,0,0,198.84,392.12,125.14000000000001,340.90999999999997
1699,1,Human,362,0,0,199.23,393.08,124.15,337.91
1700,1,Human,363,0,0,199.47,394.11,122.91999999999999,333.86
1701,1,Human,364,0,0,200.02,395.83,121.97999999999999,330.98999999999995
1702,1,Human,365,0,0,200.3,397.81,121.48000000000002,329.48999999999995
1703,1,Human,366,0,0,200.38,400.1,120.23000000000002,325.14
1704,1,Human,367,0,0,201.13,402.51,118.54000000000002,319.27
1705,1,Human,368,0,0,201.0,404.05,118.73000000000002,319.16
1706,1,Human,369,0,0,199.96,405.93,120.12000000000003,322.77000000000004
1707,1,Human,370,0,0,200.5,407.71,119.68,320.82
1708,1,Human,371,0,0,200.36,408.56,120.19999999999999,322.13000000000005
1709,1,Human,372,0,0,201.42,409.06,119.73999999999998,321.54
1710,1,Human,373,0,0,201.96,410.1,119.29999999999998,319.56000000000006
1711,1,Human,374,0,0,201.61,410.89,117.98000000000002,313.47
1712,1,Human,375,0,0,202.61,410.46,116.34000000000003,305.59
1713,1,Human,376,0,0,200.4,410.26,119.1,309.52
1714,1,Human,377,0,0,196.75,410.39,119.30000000000001,305.87
1715,1,Human,378,0,0,193.49,410.62,115.72000000000003,289.47
1716,1,Human,379,0,0,181.92,409.99,110.78,269.1700000000001
1717,1,Human,380,0,0,174.73,410.19,105.30999999999997,250.8
1718,1,Human,381,0,0,172.4,410.94,110.98999999999998,259.6499999999999
1719,1,Human,382,0,0,183.55,413.46,113.32999999999998,273.58
1720,1,Human,384,0,0,173.79,415.36,127.93000000000004,300.30000000000007
1721,1,Human,385,0,0,169.9,416.43,134.35999999999999,308.54
1722,1,Human,386,0,0,167.55,419.26,138.61,312.25
1723,1,Human,387,0,0,165.29,420.79,141.65,313.97999999999996
1724,1,Human,388,0,0,163.59,421.16,141.53,309.02000000000004
1725,1,Human,389,0,0,163.43,421.74,143.90000000000003,310.5
1726,1,Human,390,0,0,162.65,421.28,146.28,312.52
1727,1,Human,391,0,0,162.07,420.87,147.44,311.65
1728,1,Human,392,0,0,161.18,420.71,148.97999999999996,312.09999999999997
1729,1,Human,393,0,0,159.87,420.19,148.22000000000003,307.75000000000006
1730,1,Human,394,0,0,168.6,422.0,120.76000000000002,241.26999999999998
1731,1,Human,395,0,0,170.51,421.49,111.69,215.81999999999994
1732,1,Human,396,0,0,168.35,418.9,117.35999999999999,221.28999999999996
1733,1,Human,397,0,0,166.6,418.3,119.45000000000002,220.74999999999994
1734,1,Human,398,0,0,166.65,415.79,124.06000000000003,226.40000000000003
1735,1,Human,399,0,0,157.64,413.77,153.26999999999998,281.70000000000005
1736,1,Human,400,0,0,153.75,411.37,164.59000000000003,305.63
1737,1,Human,411,0,0,194.14,404.56,160.66999999999996,322.96
1738,1,Human,412,0,0,200.05,403.6,151.32,323.9
1739,1,Human,413,0,0,203.79,403.06,144.48999999999998,325.7699999999999
1740,1,Human,414,0,0,206.49,401.73,138.71000000000004,326.23
1741,1,Human,415,0,0,208.62,400.78,133.7,325.93000000000006
1742,1,Human,416,0,0,210.56,400.42,129.15000000000003,324.00000000000006
1743,1,Human,417,0,0,213.1,400.06,125.02000000000001,322.13000000000005
1744,1,Human,418,0,0,215.33,400.38,121.68999999999997,321.40999999999997
1745,1,Human,419,0,0,217.77,400.28,118.91,321.79999999999995
1746,1,Human,420,0,0,219.98,400.69,116.53,323.29
1747,1,Human,421,0,0,223.37,400.85,113.52999999999997,323.4
1748,1,Human,422,0,0,222.19,401.8,111.44,322.97999999999996
1749,1,Human,423,0,0,219.2,401.72,110.73000000000002,324.1600000000001
1750,1,Human,424,0,0,223.48,402.57,105.15,310.79
1751,1,Human,425,0,0,221.53,403.35,104.93000000000004,311.55000000000007
1752,1,Human,426,0,0,210.88,403.63,108.34000000000003,315.9
1753,1,Human,427,0,0,203.54,402.83,109.86999999999998,312.21
1754,1,Human,428,0,0,198.01,402.07,102.30000000000001,282.1000000000001
1755,1,Human,429,0,0,184.75,403.17,116.25,309.33
1756,1,Human,430,0,0,177.94,403.53,122.30000000000001,316.15
1757,1,Human,431,0,0,168.4,404.33,122.66,313.7799999999999
1758,1,Human,432,0,0,171.84,405.97,127.28999999999999,318.18000000000006
1759,1,Human,433,1,0,171.84,405.97,127.28999999999999,318.18000000000006
2074,3,Human,456,0,0,233.61,399.94,95.94,327.17
2075,3,Human,457,0,0,235.19,400.2,95.70999999999998,327.33
